file_extension,size_before_kb,size_after_kb,time_gap_seconds,files_modified_in_window,filename_entropy,process_type,label,size_change_ratio,is_executable,high_entropy_flag,mass_change_flag
.zip,955,2963,3066,104,5.26,user_edit,benign,3.102617797798306,0,1,1
.txt,984,3889,1885,85,2.91,user_edit,benign,3.952235768341224,0,0,1
.docx,975,3391,3226,194,2.14,system_update,benign,3.4779487143815913,0,0,1
.txt,4134,4502,1810,134,4.0,system_update,benign,1.0890179000752254,0,0,1
.jpg,3973,664,3168,108,5.01,user_edit,benign,0.16712811473266345,0,1,1
.txt,914,1133,2342,18,6.62,backup,benign,1.2396061255584179,0,1,1
.txt,4550,542,2257,94,2.7,backup,benign,0.11912087909469869,0,0,1
.jpg,37,2975,3415,150,6.4,unknown_process,malicious,80.4054032322864,0,1,1
.log,3388,868,1112,33,6.75,system_update,benign,0.25619834703181865,0,1,1
.txt,1712,2067,818,158,2.83,backup,benign,1.2073598123788785,0,0,1
.jpg,3021,432,1800,126,6.68,unknown_process,malicious,0.14299900690400563,0,1,1
.exe,796,4836,1961,160,7.45,backup,benign,6.075376876789727,1,1,1
.docx,4037,4279,2438,170,6.0,system_update,benign,1.0599455038246357,0,1,1
.docx,4689,1207,2373,122,6.32,unknown_process,malicious,0.25741096177065237,0,1,1
.txt,3112,2529,2988,138,7.47,unknown_process,malicious,0.812660668119325,0,1,1
.log,1325,1170,889,115,5.33,unknown_process,benign,0.8830188672580989,0,1,1
.log,318,831,1856,164,3.69,backup,benign,2.6132075389521776,0,0,1
.exe,2397,1652,1181,162,6.61,system_update,benign,0.6891948265793931,1,1,1
.txt,2163,1137,668,28,5.38,unknown_process,benign,0.5256588069691823,0,1,1
.docx,2746,2811,633,11,5.2,user_edit,benign,1.0236707935092242,0,1,1
.log,1592,476,2625,167,3.39,system_update,benign,0.29899497468656094,0,0,1
.txt,3112,2811,1643,47,6.16,user_edit,benign,0.9032776346711833,0,1,1
.zip,3931,1327,137,127,2.45,user_edit,benign,0.33757313652058685,0,0,1
.log,1997,1020,1947,147,7.08,unknown_process,malicious,0.510766148968069,0,1,1
.jpg,1313,1837,1698,118,3.79,unknown_process,benign,1.3990860613868346,0,0,1
.zip,1286,4257,428,143,2.7,backup,benign,3.31026438311799,0,0,1
.log,4312,2449,1476,126,4.43,backup,benign,0.5679499071039077,0,1,1
.docx,2384,4294,2660,156,2.23,backup,benign,1.8011744958887692,0,0,1
.pdf,3240,1284,2959,152,5.77,system_update,benign,0.39629629617398265,0,1,1
.zip,2140,660,819,72,6.96,backup,benign,0.3084112148091537,0,1,1
.exe,1705,2011,2189,107,6.6,user_edit,benign,1.1794721400706907,1,1,1
.exe,363,399,1107,137,2.7,backup,benign,1.0991735506909819,1,0,1
.docx,2605,1734,2225,175,2.69,unknown_process,benign,0.6656429939863175,0,0,1
.log,1717,2126,198,33,6.47,backup,benign,1.2382061728373872,0,1,1
.txt,4452,2172,2672,190,7.08,system_update,benign,0.48787061983650704,0,1,1
.log,4287,75,1996,19,4.53,system_update,benign,0.017494751570446755,0,1,1
.docx,3739,4698,2739,195,4.74,user_edit,benign,1.256485691025278,0,1,1
.exe,2470,3472,3493,74,3.75,system_update,benign,1.4056680156252357,1,0,1
.log,4796,837,2449,168,6.92,backup,benign,0.17452043365835687,0,1,1
.exe,557,500,471,175,5.55,unknown_process,malicious,0.8976660666110124,1,1,1
.zip,826,138,2266,193,3.59,system_update,benign,0.16707021771541136,0,0,1
.txt,2809,2098,1949,157,3.64,user_edit,benign,0.7468850121940602,0,0,1
.zip,4522,3697,929,178,6.9,backup,benign,0.8175586022075279,0,1,1
.exe,2720,1886,2011,98,2.07,user_edit,benign,0.6933823526862565,1,0,1
.exe,3509,2758,2680,141,3.77,system_update,benign,0.7859789111467715,1,0,1
.pdf,3742,3921,2999,129,5.05,system_update,benign,1.0478353818685635,0,1,1
.pdf,1575,1901,906,162,2.82,user_edit,benign,1.2069841262177878,0,0,1
.zip,3999,2611,2223,93,2.51,backup,benign,0.6529132281438077,0,0,1
.jpg,2130,3987,23,176,6.48,system_update,benign,1.8718309850366992,0,1,1
.zip,2404,1450,235,48,6.92,unknown_process,benign,0.60316139741965,0,1,1
.pdf,3330,547,3085,177,6.53,system_update,benign,0.16426426421493567,0,1,1
.exe,589,4677,1125,64,6.94,backup,benign,7.9405772360940965,1,1,1
.docx,2013,2004,929,61,5.04,system_update,benign,0.9955290606082816,0,1,1
.zip,1548,2097,523,157,6.47,user_edit,benign,1.3546511619155999,0,1,1
.exe,295,704,1809,39,4.11,system_update,benign,2.3864406698764724,1,1,1
.docx,1986,2404,3524,128,5.66,system_update,benign,1.210473312582843,0,1,1
.docx,3118,1626,431,88,7.44,backup,benign,0.5214881332516074,0,1,1
.pdf,1691,3332,793,26,3.24,user_edit,benign,1.970431696055333,0,0,1
.zip,1137,4734,1630,17,4.14,backup,benign,4.163588386839412,0,1,1
.log,2065,2979,1737,71,4.64,system_update,benign,1.4426150114079348,0,1,1
.txt,4456,4737,533,13,2.76,unknown_process,benign,1.0630610410540706,0,0,1
.pdf,4796,2840,3027,69,2.45,system_update,benign,0.5921601333210675,0,0,1
.pdf,4544,3385,1747,26,6.56,backup,benign,0.7449383801177512,0,1,1
.log,4771,2660,1676,49,7.37,unknown_process,benign,0.557535107826968,0,1,1
.txt,1008,1862,1317,195,4.23,backup,benign,1.8472222203896604,0,1,1
.exe,2515,2857,2858,7,2.48,backup,benign,1.1359840949757518,1,0,0
.jpg,3527,686,913,58,2.36,user_edit,benign,0.19449957465423887,0,0,1
.zip,4682,4284,1125,49,6.9,unknown_process,benign,0.9149935922864174,0,1,1
.jpg,1248,1620,1526,103,4.55,system_update,benign,1.2980769220367971,0,1,1
.exe,3903,4644,1328,53,3.76,backup,benign,1.1898539581886103,1,0,1
.pdf,1436,1432,2919,193,4.62,system_update,benign,0.9972144839852266,0,1,1
.txt,572,876,2588,62,3.75,user_edit,benign,1.531468528791139,0,0,1
.pdf,2383,4714,1024,17,4.69,user_edit,benign,1.9781787654308944,0,1,1
.docx,1246,2462,1577,171,6.73,unknown_process,malicious,1.9759229518652301,0,1,1
.pdf,2085,1366,1379,25,5.26,user_edit,benign,0.6551558749855367,0,1,1
.pdf,278,1244,3375,131,5.82,user_edit,benign,4.4748201277884165,0,1,1
.exe,1888,4999,1520,29,4.01,system_update,benign,2.64777542232639,1,1,1
.exe,4580,163,1682,117,6.06,user_edit,benign,0.035589519642884385,1,1,1
.exe,1266,1975,1998,160,5.67,user_edit,benign,1.5600315943443668,1,1,1
.jpg,4827,3292,227,26,2.66,backup,benign,0.6819970995065263,0,0,1
.docx,1041,270,1260,124,5.15,user_edit,benign,0.2593659939871604,0,1,1
.exe,918,632,873,144,3.41,backup,benign,0.6884531582914454,1,0,1
.txt,886,906,892,25,6.42,user_edit,benign,1.0225733622770052,0,1,1
.jpg,2753,3472,1479,54,4.34,user_edit,benign,1.26116963266939,0,1,1
.log,22,3254,1037,156,7.47,unknown_process,malicious,147.90908418595072,0,1,1
.txt,4570,2015,2258,73,2.51,unknown_process,benign,0.4409190371026435,0,0,1
.zip,3192,1642,2789,120,6.29,backup,benign,0.514411027407766,0,1,1
.zip,2354,205,397,56,5.71,user_edit,benign,0.08708581134788199,0,1,1
.txt,4800,582,1124,65,6.22,system_update,benign,0.12124999997473958,0,1,1
.exe,687,841,2079,93,3.69,unknown_process,benign,1.2241630258745808,1,0,1
.log,285,1720,2946,86,4.71,system_update,benign,6.035087698122499,0,1,1
.log,4812,2644,649,80,6.38,unknown_process,malicious,0.5494596840088404,0,1,1
.jpg,3748,2298,329,169,3.28,unknown_process,benign,0.6131270009036481,0,0,1
.log,763,875,3238,108,3.24,user_edit,benign,1.1467889893226881,0,0,1
.zip,2429,690,1483,179,5.03,unknown_process,benign,0.284067517379964,0,1,1
.docx,2508,4001,952,118,4.88,system_update,benign,1.5952950551852891,0,1,1
.exe,29,3142,2006,199,3.55,unknown_process,benign,108.34482385017849,1,0,1
.log,907,1423,2017,157,3.64,backup,benign,1.5689084877961317,0,0,1
.jpg,3105,672,3172,83,3.53,user_edit,benign,0.21642512070324474,0,0,1
.zip,4000,1172,2669,147,6.24,user_edit,benign,0.29299999992675,0,1,1
.docx,2995,3727,1879,194,5.59,backup,benign,1.2444073451604651,0,1,1
.pdf,2507,944,1197,169,6.58,backup,benign,0.3765456719678717,0,1,1
.pdf,4666,1450,1773,173,7.37,backup,benign,0.3107586797448009,0,1,1
.docx,3610,3738,162,15,4.61,unknown_process,benign,1.0354570634250813,0,1,1
.zip,3554,2540,1752,131,2.37,user_edit,benign,0.7146876756570941,0,0,1
.jpg,1454,3960,776,139,2.26,backup,benign,2.7235213186220624,0,0,1
.docx,4834,4992,3335,181,3.63,unknown_process,benign,1.0326851466626634,0,0,1
.exe,3357,4261,1828,174,7.13,backup,benign,1.2692880544327412,1,1,1
.exe,516,2362,2322,30,4.88,system_update,benign,4.5775193709738,1,1,1
.pdf,39,3653,3075,57,3.49,system_update,benign,93.66666426495733,0,0,1
.log,3343,3671,1052,146,4.2,user_edit,benign,1.09811546482258,0,1,1
.jpg,887,1754,2374,179,5.29,unknown_process,benign,1.9774520834527034,0,1,1
.pdf,2845,2353,940,128,5.59,system_update,benign,0.8270650260713305,0,1,1
.log,2205,1939,3221,48,2.85,system_update,benign,0.8793650789662744,0,0,1
.log,1099,371,540,194,7.37,unknown_process,malicious,0.33757961752722504,0,1,1
.exe,1824,4949,2536,136,5.0,backup,benign,2.7132675423721118,1,1,1
.zip,3202,4480,822,22,2.75,unknown_process,benign,1.3991255460964631,0,0,1
.txt,3156,1932,1462,6,6.91,backup,benign,0.6121673001862588,0,1,0
.zip,3094,425,1089,185,2.41,system_update,benign,0.13736263731824092,0,0,1
.txt,3531,4725,356,104,6.99,system_update,benign,1.338147833095965,0,1,1
.docx,3779,895,3324,36,7.48,system_update,benign,0.23683514150917304,0,1,1
.exe,2897,598,235,79,5.85,user_edit,benign,0.20642043486143583,1,1,1
.log,3454,3063,2275,116,6.24,user_edit,benign,0.8867979152035906,0,1,1
.jpg,3512,2337,1549,57,3.86,user_edit,benign,0.6654328016328495,0,0,1
.txt,989,4689,3385,49,7.18,unknown_process,benign,4.741152674680331,0,1,1
.zip,4117,1688,2097,173,4.91,system_update,benign,0.4100072867597747,0,1,1
.log,4965,573,118,82,6.03,system_update,benign,0.11540785496164997,0,1,1
.txt,4027,2091,2102,66,7.08,unknown_process,malicious,0.5192450954757276,0,1,1
.txt,4180,3670,1674,77,7.36,user_edit,benign,0.8779904304119639,0,1,1
.txt,1683,4273,2613,45,6.58,unknown_process,benign,2.5389185962335596,0,1,1
.jpg,4666,4625,1068,79,3.67,user_edit,benign,0.9912130302204858,0,0,1
.exe,3964,1634,2101,20,7.32,system_update,benign,0.4122098888970207,1,1,1
.jpg,934,1518,558,192,5.45,backup,benign,1.6252676642127755,0,1,1
.pdf,3599,4294,3597,123,7.12,user_edit,benign,1.1931091966676552,0,1,1
.log,3234,2658,3174,67,5.72,system_update,benign,0.8218923930668236,0,1,1
.exe,1981,3649,1816,83,3.69,system_update,benign,1.8419989894790514,1,0,1
.exe,1856,4949,2006,3,4.04,backup,benign,2.6664870675288324,1,1,0
.exe,3057,3589,2916,182,5.03,system_update,benign,1.1740268232993043,1,1,1
.zip,793,1538,398,64,6.35,system_update,benign,1.9394703632541357,0,1,1
.exe,792,3138,3210,40,3.75,user_edit,benign,3.9621212071185337,1,0,1
.jpg,1810,98,675,59,5.19,user_edit,benign,0.05414364637892616,0,1,1
.exe,2256,3216,387,183,3.9,backup,benign,1.4255319142617324,1,0,1
.docx,3611,4531,2159,62,6.49,backup,benign,1.2547770697162068,0,1,1
.log,1608,4733,2662,132,4.57,system_update,benign,2.9434079583685273,0,1,1
.exe,985,3751,2065,60,2.42,user_edit,benign,3.808121823545054,1,0,1
.log,3677,3158,3254,116,2.91,backup,benign,0.8588523250315876,0,0,1
.docx,3381,4684,884,75,2.34,backup,benign,1.3853889377742121,0,0,1
.docx,520,344,541,122,4.75,unknown_process,benign,0.6615384602662722,0,1,1
.log,591,4667,171,107,2.58,backup,benign,7.896785096621345,0,0,1
.txt,1051,611,2457,96,2.63,system_update,benign,0.5813510936428629,0,0,1
.pdf,3634,1728,740,91,7.18,user_edit,benign,0.47550908077173665,0,1,1
.zip,4445,2291,1402,158,6.8,backup,benign,0.5154105735623373,0,1,1
.txt,960,1855,3260,130,4.49,unknown_process,benign,1.9322916646538628,0,1,1
.txt,693,2609,2906,62,7.42,user_edit,benign,3.764790759358166,0,1,1
.jpg,3900,2080,2278,49,2.0,backup,benign,0.5333333331965812,0,0,1
.zip,4474,2325,119,137,5.38,unknown_process,benign,0.5196691997050359,0,1,1
.zip,2947,4628,3228,92,5.39,backup,benign,1.570410586504781,0,1,1
.txt,527,1178,2832,159,4.52,user_edit,benign,2.235294113405514,0,1,1
.exe,3225,1092,2513,124,4.18,user_edit,benign,0.338604651057797,1,1,1
.jpg,2254,4980,2152,61,4.5,user_edit,benign,2.209405500350752,0,1,1
.jpg,3345,2792,2746,48,4.28,system_update,benign,0.8346786245636237,0,1,1
.docx,3966,1750,1996,153,6.02,backup,benign,0.441250630246785,0,1,1
.zip,1876,2676,3574,164,2.74,system_update,benign,1.4264392316490195,0,0,1
.txt,1764,782,1706,136,3.09,user_edit,benign,0.443310657345062,0,0,1
.docx,521,3049,1723,58,2.99,unknown_process,benign,5.852207282433383,0,0,1
.log,1017,2106,2223,101,3.44,backup,benign,2.07079645814081,0,0,1
.pdf,117,3868,2793,112,4.89,system_update,benign,33.05982877726642,0,1,1
.jpg,2434,4977,1698,173,2.61,backup,benign,2.044782250597871,0,0,1
.log,584,4543,1445,62,6.77,unknown_process,malicious,7.779109575720703,0,1,1
.log,395,2114,3206,39,3.64,system_update,benign,5.351898720628104,0,0,1
.exe,3789,3971,3463,58,2.89,user_edit,benign,1.048033781723929,1,0,1
.pdf,2769,1992,1760,99,5.72,system_update,benign,0.7193932825137619,0,1,1
.log,4168,1068,1525,192,2.21,backup,benign,0.2562380037772941,0,0,1
.log,3861,1578,665,44,5.41,backup,benign,0.4087024085965547,0,1,1
.pdf,274,1012,33,29,5.84,backup,benign,3.693430643454633,0,1,1
.pdf,2014,2275,2103,59,3.18,backup,benign,1.1295928494887821,0,0,1
.log,4434,4870,2567,71,2.23,user_edit,benign,1.0983310777856718,0,0,1
.pdf,1390,1815,2804,92,4.0,system_update,benign,1.3057553947440608,0,0,1
.log,3567,2427,2060,9,2.54,user_edit,benign,0.6804037003979805,0,0,0
.log,4703,4403,1552,127,2.64,user_edit,benign,0.9362109289950646,0,0,1
.exe,166,4875,720,134,3.4,user_edit,benign,29.367469702605604,1,0,1
.txt,1568,2552,2603,157,3.63,backup,benign,1.627551019370184,0,0,1
.log,729,3658,2421,186,4.91,backup,benign,5.017832640579105,0,1,1
.docx,2044,8,484,145,5.73,backup,benign,0.003913894322938408,0,1,1
.jpg,4198,2556,973,144,5.26,system_update,benign,0.6088613624085608,0,1,1
.zip,3497,476,3300,131,2.82,unknown_process,benign,0.13611667139373274,0,0,1
.txt,779,2212,2671,21,2.95,backup,benign,2.8395378654177947,0,0,1
.txt,214,485,307,64,6.83,system_update,benign,2.2663551295964712,0,1,1
.txt,3763,4655,457,90,5.07,backup,benign,1.2370449106465466,0,1,1
.exe,1577,2286,2208,36,6.78,backup,benign,1.4495878240649411,1,1,1
.log,2449,4564,331,62,4.04,user_edit,benign,1.8636178024240027,0,1,1
.exe,2937,3526,2824,170,5.38,user_edit,benign,1.2005447731697159,1,1,1
.log,3118,3340,225,76,4.88,user_edit,benign,1.0711994865069918,0,1,1
.exe,592,2823,3031,170,3.76,system_update,benign,4.768581073026046,1,0,1
.exe,2721,4944,2777,189,4.58,unknown_process,benign,1.8169790511514228,1,1,1
.jpg,714,2925,3576,13,4.76,unknown_process,benign,4.0966386497245955,0,1,1
.docx,936,259,1480,11,3.1,system_update,benign,0.276709401413772,0,0,1
.exe,4338,283,3117,54,3.73,backup,benign,0.06523743659169261,1,0,1
.jpg,2,1899,3286,16,6.35,system_update,benign,949.4995252502373,0,1,1
.pdf,2849,4136,1083,8,7.04,backup,benign,1.4517374512278916,0,1,0
.docx,4045,2977,644,104,3.98,system_update,benign,0.735970333563419,0,0,1
.exe,1950,2268,616,59,3.69,system_update,benign,1.1630769224804733,1,0,1
.zip,918,3201,195,57,3.07,system_update,benign,3.4869281007767667,0,0,1
.txt,3175,613,489,40,5.73,unknown_process,benign,0.19307086608092258,0,1,1
.pdf,2242,688,2205,187,3.78,user_edit,benign,0.30686886694608884,0,0,1
.pdf,90,3691,2658,130,7.43,system_update,benign,41.011110655432105,0,1,1
.jpg,1710,613,1250,94,3.79,unknown_process,benign,0.35847953195410553,0,0,1
.pdf,2170,2308,2460,138,4.17,user_edit,benign,1.0635944695559474,0,1,1
.docx,4239,3014,3277,44,5.32,user_edit,benign,0.7110167490655775,0,1,1
.exe,3042,1782,1103,139,6.41,system_update,benign,0.585798816375477,1,1,1
.exe,106,2592,1148,80,4.58,backup,benign,24.452829957992172,1,1,1
.zip,887,2697,2519,81,4.32,backup,benign,3.040586242344322,0,1,1
.txt,428,3959,1242,2,7.48,backup,benign,9.24999997838785,0,1,0
.jpg,1896,575,516,178,2.06,system_update,benign,0.30327004203414026,0,0,1
.txt,317,1911,1626,140,6.92,backup,benign,6.028391148175422,0,1,1
.pdf,635,3605,1128,115,2.82,unknown_process,benign,5.677165345390291,0,0,1
.zip,1926,670,393,90,6.32,unknown_process,malicious,0.3478712355410845,0,1,1
.txt,2057,4365,631,23,5.4,unknown_process,benign,2.122022361632464,0,1,1
.docx,3145,1284,1848,146,3.88,unknown_process,benign,0.40826709049021714,0,0,1
.exe,2271,924,2656,62,6.81,user_edit,benign,0.4068692204285032,1,1,1
.pdf,1440,1126,980,113,2.07,unknown_process,benign,0.7819444439014274,0,0,1
.zip,553,1530,434,128,3.25,backup,benign,2.766726938939011,0,0,1
.txt,716,1595,3403,62,5.12,system_update,benign,2.2276536281736683,0,1,1
.jpg,3912,247,3215,38,3.93,backup,benign,0.06313905928856364,0,0,1
.docx,1714,3712,2588,195,5.36,unknown_process,benign,2.1656942811168642,0,1,1
.docx,3390,1561,278,166,2.13,user_edit,benign,0.4604719762653475,0,0,1
.txt,1108,2401,233,195,2.64,unknown_process,benign,2.166967507069524,0,0,1
.exe,4207,2244,1553,61,2.7,system_update,benign,0.533396719626005,1,0,1
.txt,251,3865,1595,129,3.04,backup,benign,15.39840631315376,0,0,1
.pdf,2431,1940,1114,173,4.53,system_update,benign,0.7980255035795865,0,1,1
.txt,2055,3070,3564,156,6.14,system_update,benign,1.4939172742122058,0,1,1
.docx,459,227,3271,149,6.98,system_update,benign,0.4945533758288598,0,1,1
.zip,208,3548,2410,122,6.59,backup,benign,17.05769222568417,0,1,1
.txt,900,265,3513,110,3.08,unknown_process,benign,0.29444444411728393,0,0,1
.exe,3462,1396,26,13,4.43,system_update,benign,0.4032351240891869,1,1,1
.zip,3386,3558,3097,155,3.1,backup,benign,1.0507974007528655,0,0,1
.jpg,22,646,1418,100,3.45,user_edit,benign,29.36363502892568,0,0,1
.log,410,2991,2555,135,4.77,backup,benign,7.295121933426532,0,1,1
.txt,895,1900,3373,22,2.37,user_edit,benign,2.122905025561,0,0,1
.exe,515,2505,3411,74,3.2,backup,benign,4.8640776604581015,1,0,1
.zip,4905,2773,2315,181,7.14,unknown_process,malicious,0.5653414881620098,0,1,1
.exe,4970,1155,461,132,4.56,system_update,benign,0.23239436615042366,1,1,1
.jpg,4110,588,2504,23,4.45,unknown_process,benign,0.14306569339584777,0,1,1
.docx,2135,4572,3432,119,2.08,backup,benign,2.1414519896292967,0,0,1
.exe,3596,1822,1092,70,3.36,system_update,benign,0.5066740821727825,1,0,1
.zip,2957,986,1007,84,6.76,user_edit,benign,0.3334460600833798,0,1,1
.exe,1561,4080,2911,101,2.91,backup,benign,2.6137091591199813,1,0,1
.exe,1267,3349,3484,84,4.28,system_update,benign,2.643251773762232,1,1,1
.exe,2170,3832,1995,161,2.08,user_edit,benign,1.7658986166977426,1,0,1
.pdf,3639,1242,491,28,4.63,user_edit,benign,0.34130255555336564,0,1,1
.pdf,750,190,1073,136,2.12,unknown_process,benign,0.25333333299555555,0,0,1
.docx,3428,981,2612,1,6.51,backup,benign,0.2861726953657606,0,1,0
.txt,4781,1699,3174,165,6.54,user_edit,benign,0.35536498633018926,0,1,1
.exe,1928,1716,216,63,6.33,system_update,benign,0.8900414933142938,1,1,1
.jpg,3805,2594,3510,22,3.56,user_edit,benign,0.6817345596105823,0,0,1
.txt,3703,4137,1724,70,6.6,user_edit,benign,1.1172022681293,0,1,1
.jpg,2357,4434,1593,125,4.99,unknown_process,benign,1.8812049207122594,0,1,1
.txt,4791,1099,2607,149,4.06,unknown_process,benign,0.2293884366041769,0,1,1
.docx,2336,2327,159,96,5.44,system_update,benign,0.9961472598475397,0,1,1
.exe,307,3248,2537,163,2.07,unknown_process,benign,10.579804525798682,1,0,1
.exe,3666,896,686,79,2.79,user_edit,benign,0.24440807412863938,1,0,1
.log,1990,1675,3314,5,6.08,user_edit,benign,0.8417085422905987,0,1,0
.jpg,662,2910,2842,60,3.34,unknown_process,benign,4.395770386109108,0,0,1
.txt,4645,931,1777,120,5.29,user_edit,benign,0.20043057046277057,0,1,1
.txt,312,4385,2053,46,4.12,user_edit,benign,14.054487134440746,0,1,1
.pdf,2921,724,1844,178,6.7,system_update,benign,0.24786032172274552,0,1,1
.log,1083,2941,2409,176,7.24,unknown_process,malicious,2.7156047989698937,0,1,1
.zip,2972,1090,2507,134,6.86,user_edit,benign,0.366756392877942,0,1,1
.zip,755,4579,2296,56,3.49,unknown_process,benign,6.0649006542186745,0,0,1
.pdf,4131,936,1590,110,3.07,system_update,benign,0.22657952064231915,0,0,1
.pdf,4541,2296,1697,187,4.61,unknown_process,benign,0.5056155030817847,0,1,1
.pdf,353,156,2994,157,2.04,user_edit,benign,0.44192634435714917,0,0,1
.jpg,903,1071,2470,199,2.14,unknown_process,benign,1.1860465103144557,0,0,1
.jpg,3889,1959,1947,104,5.04,user_edit,benign,0.5037284647714764,0,1,1
.docx,159,2502,2063,77,4.86,user_edit,benign,15.73584895763617,0,1,1
.docx,1978,4220,2784,146,7.47,user_edit,benign,2.133468148567508,0,1,1
.pdf,957,3831,1146,2,3.11,system_update,benign,4.00313479205524,0,0,0
.log,2072,855,2325,8,3.42,unknown_process,benign,0.41264478744563476,0,0,0
.txt,404,640,1582,75,2.62,system_update,benign,1.5841584119204,0,0,1
.jpg,4612,2239,2501,182,7.05,unknown_process,malicious,0.48547267986004494,0,1,1
.log,2780,1603,3462,125,6.28,system_update,benign,0.5766187048285545,0,1,1
.exe,1388,442,3366,38,6.52,backup,benign,0.31844380380515575,1,1,1
.jpg,3454,4629,2646,176,6.97,user_edit,benign,1.3401852920265822,0,1,1
.jpg,956,1337,2494,27,4.89,user_edit,benign,1.398535563390653,0,1,1
.docx,1713,3701,2258,20,4.48,system_update,benign,2.1605370682075087,0,1,1
.txt,4704,949,2762,140,3.82,backup,benign,0.20174319723602396,0,0,1
.txt,1274,3374,2350,43,5.24,user_edit,benign,2.648351646272879,0,1,1
.zip,3812,460,1933,189,4.5,unknown_process,benign,0.12067156345207987,0,1,1
.zip,2626,4647,3295,31,4.48,system_update,benign,1.7696115758683886,0,1,1
.zip,2383,393,1758,91,7.15,user_edit,benign,0.1649181703042727,0,1,1
.zip,1442,3939,2051,61,7.41,user_edit,benign,2.7316227442915237,0,1,1
.exe,2980,1788,990,195,6.38,system_update,benign,0.5999999997986577,1,1,1
.exe,1798,4941,1542,109,6.16,system_update,benign,2.7480533911301146,1,1,1
.jpg,4391,2258,1117,91,5.74,unknown_process,malicious,0.5142336596414863,0,1,1
.pdf,4010,1139,2568,163,2.91,unknown_process,benign,0.2840399001785437,0,0,1
.docx,4851,3809,3500,95,2.33,user_edit,benign,0.7851989278942075,0,0,1
.docx,1395,4742,493,143,5.8,user_edit,benign,3.3992831516851014,0,1,1
.zip,4282,2455,3307,144,6.01,system_update,benign,0.573330219389694,0,1,1
.jpg,1270,1467,620,13,2.26,user_edit,benign,1.1551181093266785,0,0,1
.log,4733,3675,3233,113,7.1,user_edit,benign,0.7764631310423699,0,1,1
.pdf,3715,1378,2379,35,2.5,system_update,benign,0.3709286674640838,0,0,1
.jpg,530,2598,2381,187,3.57,user_edit,benign,4.901886783203987,0,0,1
.pdf,3624,142,2098,149,5.7,user_edit,benign,0.03918322294724525,0,1,1
.pdf,2959,2660,1547,182,2.93,backup,benign,0.8989523484626725,0,0,1
.pdf,2915,4597,863,158,2.3,unknown_process,benign,1.577015436851796,0,0,1
.jpg,4890,840,1692,48,3.82,system_update,benign,0.1717791410691658,0,0,1
.zip,3592,3619,3564,35,6.21,backup,benign,1.0075167035057024,0,1,1
.docx,2148,3918,1606,86,4.28,unknown_process,benign,1.8240223455195428,0,1,1
.docx,4574,596,2320,166,5.59,unknown_process,malicious,0.13030170526228646,0,1,1
.zip,3370,1905,580,159,5.19,unknown_process,benign,0.5652818989420528,0,1,1
.pdf,940,281,1891,152,2.12,backup,benign,0.29893616989474875,0,0,1
.log,526,424,1276,114,7.44,backup,benign,0.8060836486576356,0,1,1
.txt,2,4366,2608,177,2.23,unknown_process,benign,2182.9989085005454,0,0,1
.jpg,375,4250,2744,100,7.32,user_edit,benign,11.333333303111111,0,1,1
.txt,2341,1751,1856,160,5.02,user_edit,benign,0.7479709522648565,0,1,1
.zip,4006,4758,3162,183,7.3,backup,benign,1.1877184220699655,0,1,1
.log,3053,1968,2494,186,2.63,backup,benign,0.6446118569785091,0,0,1
.jpg,4649,4089,3065,99,4.7,backup,benign,0.8795439877652088,0,1,1
